hepatitisCvirusgenotype1aEU781799	s0603
HepatitisCvirussubtype1bEU155305	s0604
HepacivirushominisMK139015	s0605
hepatitisCvirusgenotype1aEU482855	s0606
HepatitisCvirussubtype1bEU482879	s0607
hepatitisCvirusgenotype1aEU529676	s0608
hepatitisCvirusgenotype1aEU781801	s0609
HepatitisCvirussubtype6aDQ480521	s0610
hepatitisCvirusgenotype1aEU256004	s0611
hepatitisCvirusgenotype1aEU155269	s0612
hepatitisCvirusgenotype1aEU256044	s0613
